level_code,activity_id,module_id,day_number,activity_type,prompt_text,subtopic_id,resource_urls
EM7,em7_m2_d15_mt,em7_m2,15,math_talk,2 Truths and 1 Lie,em7_m2_s5,{}
EM7,em7_m2_d15_gm,em7_m2,15,growth_mindset,Growth Mindset / College Readiness / AI Lessons,,{}
EM7,em7_m2_d15_curr2_main,em7_m2,15,curriculum_block,FAL,em7_m2_s5,"{""block_position"": ""curriculum_30_second""}"
EM7,em7_m2_d15_curr2_paper,em7_m2,15,curriculum_block,Launch Nearpod Version,em7_m2_s5,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d15_curr3_main,em7_m2,15,curriculum_block,FAL,em7_m2_s5,"{""block_position"": ""special_case_50""}"
EM7,em7_m2_d15_curr3_paper,em7_m2,15,curriculum_block,Card Sort,em7_m2_s5,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d16_welcome,em7_m2,16,welcome,Which One Doesn't Belong? Day 16,,{}
EM7,em7_m2_d16_wod,em7_m2,16,word_of_day,Whole Number,em7_m2_s6,{}
EM7,em7_m2_d16_nt,em7_m2,16,number_talk,25% of 40,,{}
EM7,em7_m2_d16_curr1_main,em7_m2,16,curriculum_block,FAL PDF,em7_m2_s6,"{""block_position"": ""curriculum_30_first""}"
EM7,em7_m2_d16_curr1_paper,em7_m2,16,curriculum_block,Card Sort/Poster,em7_m2_s6,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d16_mt,em7_m2,16,math_talk,Number Talk Day 16,em7_m2_s6,{}
EM7,em7_m2_d16_gm,em7_m2,16,growth_mindset,Growth Mindset / College Readiness / AI Lessons,,{}
EM7,em7_m2_d16_curr2_main,em7_m2,16,curriculum_block,FAL,em7_m2_s6,"{""block_position"": ""curriculum_30_second""}"
EM7,em7_m2_d16_curr2_paper,em7_m2,16,curriculum_block,Card Sort/Poster,em7_m2_s6,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d16_curr3_main,em7_m2,16,curriculum_block,FAL,em7_m2_s6,"{""block_position"": ""special_case_50""}"
EM7,em7_m2_d16_curr3_paper,em7_m2,16,curriculum_block,Card Sort/Poster,em7_m2_s6,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d17_welcome,em7_m2,17,welcome,Which One Doesn't Belong? Day 17,,{}
EM7,em7_m2_d17_wod,em7_m2,17,word_of_day,Integer,em7_m2_s7,{}
EM7,em7_m2_d17_nt,em7_m2,17,number_talk,75% of 40,,{}
EM7,em7_m2_d17_curr1_main,em7_m2,17,curriculum_block,FAL,em7_m2_s7,"{""block_position"": ""curriculum_30_first""}"
EM7,em7_m2_d17_curr1_paper,em7_m2,17,curriculum_block,Gallery Walk,em7_m2_s7,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d17_mt,em7_m2,17,math_talk,Number Talk Day 17,em7_m2_s7,{}
EM7,em7_m2_d17_gm,em7_m2,17,growth_mindset,Growth Mindset / College Readiness / AI Lessons,,{}
EM7,em7_m2_d17_curr2_main,em7_m2,17,curriculum_block,FAL,em7_m2_s7,"{""block_position"": ""curriculum_30_second""}"
EM7,em7_m2_d17_curr2_paper,em7_m2,17,curriculum_block,Debrief and Re-engagement,em7_m2_s7,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d17_curr3_main,em7_m2,17,curriculum_block,FAL,em7_m2_s7,"{""block_position"": ""special_case_50""}"
EM7,em7_m2_d17_curr3_paper,em7_m2,17,curriculum_block,Post-Assessment,em7_m2_s7,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d18_welcome,em7_m2,18,welcome,Which One Doesn't Belong? Day 18,,{}
EM7,em7_m2_d18_wod,em7_m2,18,word_of_day,Rational Number,em7_m2_s8,{}
EM7,em7_m2_d18_nt,em7_m2,18,number_talk,150% of 40,,{}
EM7,em7_m2_d18_curr1_main,em7_m2,18,curriculum_block,"Quiz, Quiz, Trade",em7_m2_s8,"{""block_position"": ""curriculum_30_first""}"
EM7,em7_m2_d18_curr1_paper,em7_m2,18,curriculum_block,Integers,em7_m2_s8,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d18_mt,em7_m2,18,math_talk,Number Talk Day 18,em7_m2_s8,{}
EM7,em7_m2_d18_gm,em7_m2,18,growth_mindset,Growth Mindset / College Readiness / AI Lessons,,{}
EM7,em7_m2_d18_curr2_main,em7_m2,18,curriculum_block,Performance Task,em7_m2_s8,"{""block_position"": ""curriculum_30_second""}"
EM7,em7_m2_d18_curr2_paper,em7_m2,18,curriculum_block,Freezing in Fargo,em7_m2_s8,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d18_curr3_main,em7_m2,18,curriculum_block,Task and Re-engagement,em7_m2_s8,"{""block_position"": ""special_case_50""}"
EM7,em7_m2_d18_curr3_paper,em7_m2,18,curriculum_block,Freezing in Fargo,em7_m2_s8,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d19_welcome,em7_m2,19,welcome,Which One Doesn't Belong? Day 19,,{}
EM7,em7_m2_d19_nt,em7_m2,19,number_talk,110% of 20,,{}
EM7,em7_m2_d19_curr1_main,em7_m2,19,curriculum_block,Post Assessments,,"{""block_position"": ""curriculum_30_first""}"
EM7,em7_m2_d19_curr1_paper,em7_m2,19,curriculum_block,All Online,,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d19_mt,em7_m2,19,math_talk,Data Talk #2: You Pick,,{}
EM7,em7_m2_d19_gm,em7_m2,19,growth_mindset,Growth Mindset / College Readiness / AI Lessons,,{}
EM7,em7_m2_d19_curr2_main,em7_m2,19,curriculum_block,Post Assessments,,"{""block_position"": ""curriculum_30_second""}"
EM7,em7_m2_d19_curr2_paper,em7_m2,19,curriculum_block,All Online,,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM7,em7_m2_d19_post,em7_m2,19,post_assessment,Module 2 Post Assessments (All Online),,"{""format"": ""online""}"
EM8,em8_m1_d1_welcome,em8_m1,1,welcome,Shopping Spree,,{}
EM8,em8_m1_d1_wod,em8_m1,1,word_of_day,Introduce CCD,,{}
EM8,em8_m1_d1_dt,em8_m1,1,dot_talk,Dot Talk #1,,{}
EM8,em8_m1_d1_curr1_main,em8_m1,1,curriculum_block,Math Norms / Expectations for the 19 days,,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m1_d1_gm,em8_m1,1,growth_mindset,Lesson 1,,{}
EM8,em8_m1_d1_curr2_main,em8_m1,1,curriculum_block,Set up Notebook,,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m1_d1_curr3_main,em8_m1,1,curriculum_block,Pre-Assessments,,"{""block_position"": ""special_case_50""}"
EM8,em8_m1_d1_curr3_paper,em8_m1,1,curriculum_block,All Online,,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d2_welcome,em8_m1,2,welcome,Yearly Income,,{}
EM8,em8_m1_d2_wod,em8_m1,2,word_of_day,Transformation,em8_m1_s1,{}
EM8,em8_m1_d2_dt,em8_m1,2,dot_talk,Dot Talk #2,,{}
EM8,em8_m1_d2_curr1_main,em8_m1,2,curriculum_block,FAL: Pre Assess Paper,em8_m1_s1,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m1_d2_curr1_paper,em8_m1,2,curriculum_block,FAL: Pre Assess Online,em8_m1_s1,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d2_mt,em8_m1,2,math_talk,Dilemma,em8_m1_s1,{}
EM8,em8_m1_d2_gm,em8_m1,2,growth_mindset,Lesson 2,,{}
EM8,em8_m1_d2_curr2_main,em8_m1,2,curriculum_block,SC: Intro Slides 1-10,em8_m1_s1,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m1_d2_curr2_paper,em8_m1,2,curriculum_block,Intro,em8_m1_s1,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d2_curr3_main,em8_m1,2,curriculum_block,SC: Level 1 Slides 11-16,em8_m1_s1,"{""block_position"": ""special_case_50""}"
EM8,em8_m1_d2_curr3_paper,em8_m1,2,curriculum_block,Level 1,em8_m1_s1,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d3_welcome,em8_m1,3,welcome,Trick or Treating,,{}
EM8,em8_m1_d3_wod,em8_m1,3,word_of_day,Translation,em8_m1_s2,{}
EM8,em8_m1_d3_dt,em8_m1,3,dot_talk,Dot Talk #3,,{}
EM8,em8_m1_d3_curr1_main,em8_m1,3,curriculum_block,SC: Level 2 Slides 17-20,em8_m1_s2,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m1_d3_curr1_paper,em8_m1,3,curriculum_block,Level 2,em8_m1_s2,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d3_gm,em8_m1,3,growth_mindset,Lesson 3,,{}
EM8,em8_m1_d3_curr2_main,em8_m1,3,curriculum_block,SC: Level 2 Slides 17-20,em8_m1_s2,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m1_d3_curr2_paper,em8_m1,3,curriculum_block,Level 2 - Part B,em8_m1_s2,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d3_curr3_main,em8_m1,3,curriculum_block,SC: Level 3 Slides 21-29,em8_m1_s2,"{""block_position"": ""special_case_50""}"
EM8,em8_m1_d3_curr3_paper,em8_m1,3,curriculum_block,Level 3,em8_m1_s2,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d4_welcome,em8_m1,4,welcome,Drive Route,,{}
EM8,em8_m1_d4_wod,em8_m1,4,word_of_day,Reflection,em8_m1_s3,{}
EM8,em8_m1_d4_dt,em8_m1,4,dot_talk,Dot Talk #4,,{}
EM8,em8_m1_d4_curr1_main,em8_m1,4,curriculum_block,SC: Level 4 Slides 30-32,em8_m1_s3,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m1_d4_curr1_paper,em8_m1,4,curriculum_block,Level 4,em8_m1_s3,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d4_gm,em8_m1,4,growth_mindset,Lesson 4,,{}
EM8,em8_m1_d4_curr2_main,em8_m1,4,curriculum_block,SC: Level 5 Slides 33-36,em8_m1_s3,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m1_d4_curr2_paper,em8_m1,4,curriculum_block,Level 5,em8_m1_s3,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d4_curr3_main,em8_m1,4,curriculum_block,Finish Level 5,em8_m1_s3,"{""block_position"": ""special_case_50""}"
EM8,em8_m1_d4_curr3_paper,em8_m1,4,curriculum_block,Start Level 6,em8_m1_s3,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d5_welcome,em8_m1,5,welcome,Climbing Stairs,,{}
EM8,em8_m1_d5_wod,em8_m1,5,word_of_day,Rotation,em8_m1_s4,{}
EM8,em8_m1_d5_dt,em8_m1,5,dot_talk,Dot Talk #5,,{}
EM8,em8_m1_d5_curr1_main,em8_m1,5,curriculum_block,SC: Level 6 Slides 37-39,em8_m1_s4,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m1_d5_curr1_paper,em8_m1,5,curriculum_block,Level 6,em8_m1_s4,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d5_mt,em8_m1,5,math_talk,Growing Pattern,em8_m1_s4,{}
EM8,em8_m1_d5_gm,em8_m1,5,growth_mindset,Lesson 5,,{}
EM8,em8_m1_d5_curr2_main,em8_m1,5,curriculum_block,SC: Level 7 Slides 40-45,em8_m1_s4,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m1_d5_curr2_paper,em8_m1,5,curriculum_block,Level 7,em8_m1_s4,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d5_curr3_main,em8_m1,5,curriculum_block,Finish Level 7,em8_m1_s4,"{""block_position"": ""special_case_50""}"
EM8,em8_m1_d5_curr3_paper,em8_m1,5,curriculum_block,Declare Winner!,em8_m1_s4,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d6_welcome,em8_m1,6,welcome,Money in Bank,,{}
EM8,em8_m1_d6_wod,em8_m1,6,word_of_day,Rigid,em8_m1_s5,{}
EM8,em8_m1_d6_dt,em8_m1,6,dot_talk,Dot Talk #6,,{}
EM8,em8_m1_d6_curr1_main,em8_m1,6,curriculum_block,FAL Slide Deck,em8_m1_s5,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m1_d6_curr1_paper,em8_m1,6,curriculum_block,Launch,em8_m1_s5,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d6_mt,em8_m1,6,math_talk,2 Lies & A Truth,em8_m1_s5,{}
EM8,em8_m1_d6_gm,em8_m1,6,growth_mindset,Lesson 6,,{}
EM8,em8_m1_d6_curr2_main,em8_m1,6,curriculum_block,FAL,em8_m1_s5,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m1_d6_curr2_paper,em8_m1,6,curriculum_block,Launch,em8_m1_s5,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d6_curr3_main,em8_m1,6,curriculum_block,FAL,em8_m1_s5,"{""block_position"": ""special_case_50""}"
EM8,em8_m1_d6_curr3_paper,em8_m1,6,curriculum_block,Intro Card Sort,em8_m1_s5,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d7_welcome,em8_m1,7,welcome,Lottery Tickets,,{}
EM8,em8_m1_d7_wod,em8_m1,7,word_of_day,Congruent,em8_m1_s6,{}
EM8,em8_m1_d7_dt,em8_m1,7,dot_talk,Dot Talk #7,,{}
EM8,em8_m1_d7_curr1_main,em8_m1,7,curriculum_block,FAL PDF,em8_m1_s6,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m1_d7_curr1_paper,em8_m1,7,curriculum_block,Card Sort,em8_m1_s6,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d7_mt,em8_m1,7,math_talk,2 Lies & A Truth,em8_m1_s6,{}
EM8,em8_m1_d7_gm,em8_m1,7,growth_mindset,Lesson 7,,{}
EM8,em8_m1_d7_curr2_main,em8_m1,7,curriculum_block,FAL,em8_m1_s6,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m1_d7_curr2_paper,em8_m1,7,curriculum_block,Card Sort: Online tool,em8_m1_s6,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d7_curr3_main,em8_m1,7,curriculum_block,FAL,em8_m1_s6,"{""block_position"": ""special_case_50""}"
EM8,em8_m1_d7_curr3_paper,em8_m1,7,curriculum_block,Finish Card Sort and prep for gallery walk,em8_m1_s6,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d8_welcome,em8_m1,8,welcome,Flip a Coin or Roll a Dice,,{}
EM8,em8_m1_d8_wod,em8_m1,8,word_of_day,Corresponding,em8_m1_s7,{}
EM8,em8_m1_d8_dt,em8_m1,8,dot_talk,Dot Talk #8,,{}
EM8,em8_m1_d8_curr1_main,em8_m1,8,curriculum_block,FAL,em8_m1_s7,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m1_d8_curr1_paper,em8_m1,8,curriculum_block,Gallery Walk,em8_m1_s7,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d8_mt,em8_m1,8,math_talk,Growing Pattern,em8_m1_s7,{}
EM8,em8_m1_d8_gm,em8_m1,8,growth_mindset,Lesson 8,,{}
EM8,em8_m1_d8_curr2_main,em8_m1,8,curriculum_block,FAL,em8_m1_s7,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m1_d8_curr3_main,em8_m1,8,curriculum_block,FAL,em8_m1_s7,"{""block_position"": ""special_case_50""}"
EM8,em8_m1_d8_curr3_paper,em8_m1,8,curriculum_block,Post Assessment,em8_m1_s7,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d9_welcome,em8_m1,9,welcome,Running,,{}
EM8,em8_m1_d9_wod,em8_m1,9,word_of_day,Dilation,em8_m1_s8,{}
EM8,em8_m1_d9_dt,em8_m1,9,dot_talk,Dot Talk #9,,{}
EM8,em8_m1_d9_curr1_main,em8_m1,9,curriculum_block,Launch & Task,em8_m1_s8,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m1_d9_curr1_paper,em8_m1,9,curriculum_block,"Turn, Turn, Turn",em8_m1_s8,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d9_mt,em8_m1,9,math_talk,Growing Pattern,em8_m1_s8,{}
EM8,em8_m1_d9_gm,em8_m1,9,growth_mindset,Lesson 9,,{}
EM8,em8_m1_d9_curr2_main,em8_m1,9,curriculum_block,"Quiz, Quiz, Trade",em8_m1_s8,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m1_d9_curr2_paper,em8_m1,9,curriculum_block,Transformations,em8_m1_s8,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d9_curr3_main,em8_m1,9,curriculum_block,Reengagement,em8_m1_s8,"{""block_position"": ""special_case_50""}"
EM8,em8_m1_d9_curr3_paper,em8_m1,9,curriculum_block,"Turn, Turn, Turn",em8_m1_s8,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d10_welcome,em8_m1,10,welcome,Tips,,{}
EM8,em8_m1_d10_dt,em8_m1,10,number_talk,Number Talk #1,,{}
EM8,em8_m1_d10_curr1_main,em8_m1,10,curriculum_block,Launch,,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m1_d10_curr1_paper,em8_m1,10,curriculum_block,Aaron's Design,,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d10_mt,em8_m1,10,data_talk,"Data Talk #1: 50,000 Minutes",,{}
EM8,em8_m1_d10_curr2_main,em8_m1,10,curriculum_block,Task,,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m1_d10_curr2_paper,em8_m1,10,curriculum_block,Aaron's Design,,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d10_curr3_main,em8_m1,10,curriculum_block,Reengagement,,"{""block_position"": ""special_case_50""}"
EM8,em8_m1_d10_curr3_paper,em8_m1,10,curriculum_block,Aaron's Design,,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m1_d8_post,em8_m1,8,post_assessment,Module 1 FAL Post Assessment,,{}
EM8,em8_m2_d11_welcome,em8_m2,11,welcome,Lottery Payout,,{}
EM8,em8_m2_d11_wod,em8_m2,11,word_of_day,Variable,em8_m2_s1,{}
EM8,em8_m2_d11_nt,em8_m2,11,number_talk,Number Talk #2,,{}
EM8,em8_m2_d11_curr1_main,em8_m2,11,curriculum_block,Launch & Task,em8_m2_s1,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m2_d11_curr1_paper,em8_m2,11,curriculum_block,Smallest & Largest,em8_m2_s1,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d11_gm,em8_m2,11,growth_mindset,Growth Mindset,,{}
EM8,em8_m2_d11_curr2_main,em8_m2,11,curriculum_block,Task & Reengagement,em8_m2_s1,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m2_d11_curr2_paper,em8_m2,11,curriculum_block,Smallest & Largest,em8_m2_s1,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d11_curr3_main,em8_m2,11,curriculum_block,"Launch, Task, & Reengagement",em8_m2_s1,"{""block_position"": ""special_case_50""}"
EM8,em8_m2_d11_curr3_paper,em8_m2,11,curriculum_block,The Puzzle,em8_m2_s1,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d12_welcome,em8_m2,12,welcome,Jeans Discount,,{}
EM8,em8_m2_d12_wod,em8_m2,12,word_of_day,Term,em8_m2_s2,{}
EM8,em8_m2_d12_nt,em8_m2,12,number_talk,Number Talk #3,,{}
EM8,em8_m2_d12_curr1_main,em8_m2,12,curriculum_block,FAL,em8_m2_s2,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m2_d12_curr1_paper,em8_m2,12,curriculum_block,Pre Assessment,em8_m2_s2,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d12_mt,em8_m2,12,math_talk,True or False,em8_m2_s2,{}
EM8,em8_m2_d12_curr2_main,em8_m2,12,curriculum_block,"Launch, Task, & Reengagement",em8_m2_s2,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m2_d12_curr2_paper,em8_m2,12,curriculum_block,Mystery Letters,em8_m2_s2,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d12_curr3_main,em8_m2,12,curriculum_block,Launch & Task,em8_m2_s2,"{""block_position"": ""special_case_50""}"
EM8,em8_m2_d12_curr3_paper,em8_m2,12,curriculum_block,Hexagons,em8_m2_s2,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d13_welcome,em8_m2,13,welcome,Pounds of Coins,,{}
EM8,em8_m2_d13_wod,em8_m2,13,word_of_day,Equivalent,em8_m2_s3,{}
EM8,em8_m2_d13_nt,em8_m2,13,number_talk,Number Talk #4,,{}
EM8,em8_m2_d13_curr1_main,em8_m2,13,curriculum_block,Reengagement Hexagons,em8_m2_s3,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m2_d13_curr1_paper,em8_m2,13,curriculum_block,Launch Cups,em8_m2_s3,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d13_mt,em8_m2,13,math_talk,True or False,em8_m2_s3,{}
EM8,em8_m2_d13_curr2_main,em8_m2,13,curriculum_block,Launch & Task,em8_m2_s3,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m2_d13_curr2_paper,em8_m2,13,curriculum_block,Cups,em8_m2_s3,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d13_curr3_main,em8_m2,13,curriculum_block,"Quiz, Quiz, Trade",em8_m2_s3,"{""block_position"": ""special_case_50""}"
EM8,em8_m2_d13_curr3_paper,em8_m2,13,curriculum_block,Basic Algebra Vocabulary,em8_m2_s3,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d14_welcome,em8_m2,14,welcome,Lifetime Sale,,{}
EM8,em8_m2_d14_wod,em8_m2,14,word_of_day,Evaluate,em8_m2_s4,{}
EM8,em8_m2_d14_nt,em8_m2,14,number_talk,Number Talk #5,,{}
EM8,em8_m2_d14_curr1_main,em8_m2,14,curriculum_block,Reengagement Cups,em8_m2_s4,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m2_d14_curr1_paper,em8_m2,14,curriculum_block,Launch Patchwork Quilt,em8_m2_s4,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d14_mt,em8_m2,14,math_talk,True or False,em8_m2_s4,{}
EM8,em8_m2_d14_curr2_main,em8_m2,14,curriculum_block,Launch & Task,em8_m2_s4,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m2_d14_curr2_paper,em8_m2,14,curriculum_block,Patchwork Quilt,em8_m2_s4,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d14_curr3_main,em8_m2,14,curriculum_block,Reengagement,em8_m2_s4,"{""block_position"": ""special_case_50""}"
EM8,em8_m2_d14_curr3_paper,em8_m2,14,curriculum_block,Patchwork Quilt,em8_m2_s4,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d15_welcome,em8_m2,15,welcome,Amount of Money,,{}
EM8,em8_m2_d15_wod,em8_m2,15,word_of_day,Expression,em8_m2_s5,{}
EM8,em8_m2_d15_nt,em8_m2,15,number_talk,Number Talk #6,,{}
EM8,em8_m2_d15_curr1_main,em8_m2,15,curriculum_block,FAL Slide Deck,em8_m2_s5,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m2_d15_curr1_paper,em8_m2,15,curriculum_block,Launch Slides 5-14,em8_m2_s5,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d15_mt,em8_m2,15,math_talk,Dilemma,em8_m2_s5,{}
EM8,em8_m2_d15_curr2_main,em8_m2,15,curriculum_block,FAL,em8_m2_s5,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m2_d15_curr2_paper,em8_m2,15,curriculum_block,Launch,em8_m2_s5,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d15_curr3_main,em8_m2,15,curriculum_block,FAL,em8_m2_s5,"{""block_position"": ""special_case_50""}"
EM8,em8_m2_d15_curr3_paper,em8_m2,15,curriculum_block,Directions Card Sort and start,em8_m2_s5,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d16_welcome,em8_m2,16,welcome,Travel to the Airport,,{}
EM8,em8_m2_d16_wod,em8_m2,16,word_of_day,Equation,em8_m2_s6,{}
EM8,em8_m2_d16_nt,em8_m2,16,number_talk,Number Talk #7,,{}
EM8,em8_m2_d16_curr1_main,em8_m2,16,curriculum_block,FAL PDF,em8_m2_s6,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m2_d16_curr1_paper,em8_m2,16,curriculum_block,Card Sort,em8_m2_s6,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d16_mt,em8_m2,16,math_talk,2 Truths & A Lie,em8_m2_s6,{}
EM8,em8_m2_d16_curr2_main,em8_m2,16,curriculum_block,FAL,em8_m2_s6,"{""block_position"": ""curriculum_30_second""}"
EM8,em8_m2_d16_curr2_paper,em8_m2,16,curriculum_block,Card Sort Slides 15 & 16,em8_m2_s6,"{""block_position"": ""curriculum_30_second"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d16_curr3_main,em8_m2,16,curriculum_block,FAL,em8_m2_s6,"{""block_position"": ""special_case_50""}"
EM8,em8_m2_d16_curr3_paper,em8_m2,16,curriculum_block,Finish Card Sort and prep for gallery walk,em8_m2_s6,"{""block_position"": ""special_case_50"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d17_welcome,em8_m2,17,welcome,Event Revenue,,{}
EM8,em8_m2_d17_wod,em8_m2,17,word_of_day,Inequality,em8_m2_s7,{}
EM8,em8_m2_d17_nt,em8_m2,17,number_talk,Number Talk #8,,{}
EM8,em8_m2_d17_curr1_main,em8_m2,17,curriculum_block,FAL,em8_m2_s7,"{""block_position"": ""curriculum_30_first""}"
EM8,em8_m2_d17_curr1_paper,em8_m2,17,curriculum_block,Gallery Walk Slides 18 & 19,em8_m2_s7,"{""block_position"": ""curriculum_30_first"", ""format"": ""task_or_paper""}"
EM8,em8_m2_d17_mt,em8_m2,17,math_talk,2 Lies & A Truth,em8_m2_s7,{}
